#Device ID ; Time (us) ; Current (mA) ; Voltage (V) ; PC ; Function Name ; File Name ; Line number
000440245691; 509301; 0.0072925147; 3.3255339; -1; ; ; 0
000440245691; 519301; 0.16447946; 3.3255339; -1; ; ; 0
000440245691; 529301; 0.15754893; 3.3255339; -1; ; ; 0
000440245691; 539301; 0.009887575; 3.327149; -1; ; ; 0
000440245691; 549301; 0.16616717; 3.327149; -1; ; ; 0
000440245691; 559301; 0.1563507; 3.3228426; -1; ; ; 0
000440245691; 569301; 0.006739567; 3.3228426; -1; ; ; 0
000440245691; 579301; 0.16525607; 3.3228426; -1; ; ; 0
000440245691; 589301; 0.15823883; 3.3225732; -1; ; ; 0
000440245691; 599301; 0.006538099; 3.3225732; -1; ; ; 0
000440245691; 609301; 0.16542083; 3.3204198; -1; ; ; 0
000440245691; 619301; 0.15856251; 3.3204198; -1; ; ; 0
000440245691; 629301; 0.0064340783; 3.3204198; -1; ; ; 0
000440245691; 639301; 0.16530004; 3.32365; -1; ; ; 0
000440245691; 649301; 0.15895215; 3.32365; -1; ; ; 0
000440245691; 659301; 0.009371159; 3.32365; -1; ; ; 0
000440245691; 669301; 0.16634881; 3.32365; -1; ; ; 0
000440245691; 679301; 0.15692753; 3.32365; -1; ; ; 0
000440245691; 689301; 0.008813689; 3.3214967; -1; ; ; 0
000440245691; 699301; 0.1682955; 3.3214967; -1; ; ; 0
000440245691; 709301; 0.15949516; 3.3185358; -1; ; ; 0
000440245691; 719301; 0.0066927588; 3.3185358; -1; ; ; 0
000440245691; 729301; 0.16034465; 3.3185358; -1; ; ; 0
000440245691; 739301; 0.15423265; 3.3209586; -1; ; ; 0
000440245691; 749301; 0.009107142; 3.3209586; -1; ; ; 0
000440245691; 759301; 0.16596507; 3.3209586; -1; ; ; 0
000440245691; 769301; 0.15738396; 3.3188047; -1; ; ; 0
000440245691; 779301; 0.0085435305; 3.3188047; -1; ; ; 0
000440245691; 789301; 0.16619366; 3.3258033; -1; ; ; 0
000440245691; 799301; 0.15799569; 3.3258033; -1; ; ; 0
000440245691; 809301; 0.008714208; 3.3258033; -1; ; ; 0
000440245691; 819301; 0.16658674; 3.3247266; -1; ; ; 0
000440245691; 829301; 0.1588466; 3.3247266; -1; ; ; 0
000440245691; 839301; 0.009602644; 3.3263416; -1; ; ; 0
000440245691; 849301; 0.16573748; 3.3263416; -1; ; ; 0
000440245691; 859301; 0.15717052; 3.3263416; -1; ; ; 0
000440245691; 869301; 0.008832816; 3.3249958; -1; ; ; 0
000440245691; 879301; 0.16194794; 3.3249958; -1; ; ; 0
000440245691; 889301; 0.15372428; 3.3263416; -1; ; ; 0
000440245691; 899301; 0.008932277; 3.3263416; -1; ; ; 0
000440245691; 909301; 0.16583791; 3.3263416; -1; ; ; 0
000440245691; 919301; 0.15719157; 3.3220348; -1; ; ; 0
000440245691; 929301; 0.008605484; 3.3220348; -1; ; ; 0
000440245691; 939301; 0.16724505; 3.3220348; -1; ; ; 0
